latitude,longitude,id_package,guide_ivoy,guide,valid_info,description,id_client
0.000000000000000000000000000000,0.000000000000000000000000000000,1055837,002034229P001055837,39015193172700100016,1,"Paquete en almacen iVoy",128058
19.419461800000000000000000000000,-99.162536699999990000000000000000,1055838,002034226P001055838,08015202182100100032,2,"Paquete en almacen iVoy",78794
0.000000000000000000000000000000,0.000000000000000000000000000000,1055839,002034228P001055839,08015196854900100030,1,"Paquete en almacen iVoy",78794
0.000000000000000000000000000000,0.000000000000000000000000000000,1055840,002034230P001055840,08015201834700100035,1,"Paquete en almacen iVoy",78794
19.381823600000000000000000000000,-99.177251500000000000000000000000,1055841,002034227P001055841,07915111120600100032,2,"Paquete en almacen iVoy",78792
19.491843800000000000000000000000,-99.062360700000000000000000000000,1055842,002034231P001055842,07915115402900100032,2,"Paquete en almacen iVoy",78792
0.000000000000000000000000000000,0.000000000000000000000000000000,1055843,002034233P001055843,39015192868200100014,1,"Paquete en almacen iVoy",128058
19.584794600000000000000000000000,-99.232851500000000000000000000000,1055844,002034232P001055844,08015202029200100039,2,"Paquete en almacen iVoy",78794
19.453650500000000000000000000000,-99.152101699999990000000000000000,1055845,002034235P001055845,39015200258400100019,2,"Paquete en almacen iVoy",128058
19.572138400000000000000000000000,-99.317959699999990000000000000000,1055846,002034234P001055846,39015211780700100018,2,"Paquete en almacen iVoy",128058
19.244209200000000000000000000000,-99.176216799999990000000000000000,1055847,002034237P001055847,07915111669000100032,2,"Paquete en almacen iVoy",78792
19.360765600000000000000000000000,-99.291953400000000000000000000000,1055848,002034236P001055848,08015202591100100032,2,"Paquete en almacen iVoy",78794
0.000000000000000000000000000000,0.000000000000000000000000000000,1055849,002034241P001055849,07915114292600100033,1,"Paquete en almacen iVoy",78792
0.000000000000000000000000000000,0.000000000000000000000000000000,1055850,002034239P001055850,39015199151300100019,1,"Paquete en almacen iVoy",128058
19.567300600000000000000000000000,-99.048632900000000000000000000000,1055852,002034240P001055852,07915148242200100039,2,"Paquete en almacen iVoy",78792
19.387088200000000000000000000000,-99.251509700000010000000000000000,1055853,002034242P001055853,08015202599100100038,2,"Paquete en almacen iVoy",78794
19.330766100000000000000000000000,-99.159440699999990000000000000000,1055854,002034243P001055854,07915148454600100032,2,"Paquete en almacen iVoy",78792
19.410658600000000000000000000000,-99.086266200000000000000000000000,1055855,002034244P001055855,07915115807100100033,2,"Paquete en almacen iVoy",78792
19.310151500000000000000000000000,-99.241145500000000000000000000000,1055857,002034245P001055857,07915111718800100039,2,"Paquete en almacen iVoy",78792
